CisBP_ID	Uniprot_ID	Specie	Specie_ID	Family
M1509_1.02	Unknown	Oryzias latipes	Unknown	Pipsqueak
M0979_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0762_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0238_1.02	Unknown	Neurospora crassa	Unknown	bHLH
M0199_1.02	Unknown	Mus musculus	Unknown	bHLH
M0780_1.02	Unknown	Dictyostelium discoideum	Unknown	GATA
M1604_1.02	Unknown	Mus musculus	Unknown	Sox
M1394_1.02	Unknown	Ostreococcus tauri	Unknown	Myb/SANT
M1555_1.02	Unknown	Tetraodon nigroviridis	Unknown	SAND
M1346_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M1168_1.02	Unknown	Coprinellus disseminatus	Unknown	Homeodomain
M0891_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M0991_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0971_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1051_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1408_1.02	Unknown	Arabidopsis thaliana	Unknown	NAC/NAM
M1176_1.02	Unknown	Artemia franciscana	Unknown	Homeodomain
M0544_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1533_1.02	Unknown	Tetraodon nigroviridis	Unknown	RFX
M0564_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0230_1.02	Unknown	Neurospora crassa	Unknown	bHLH
M0479_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0179_1.02	Unknown	Mus musculus	Unknown	bHLH
M1179_1.02	Unknown	Spadella cephaloptera	Unknown	Homeodomain
M0896_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M0857_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M1261_1.02	Unknown	Meleagris gallopavo	Unknown	IRF
M1441_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M0600_1.02	Unknown	Paramecium tetraurelia	Unknown	CxC
M0898_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M1198_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1135_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1539_1.02	Unknown	Hydra magnipapillata	Unknown	RFX
M1720_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1175_1.02	Unknown	Pleurobrachia pileus	Unknown	Homeodomain
M0373_1.02	Unknown	Arabidopsis thaliana	Unknown	C2H2 ZF
M1803_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1802_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1133_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1132_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1134_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M0689_1.02	Unknown	Mus musculus	Unknown	Ets
M0323_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M0342_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M1377_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Myb/SANT
M1376_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Myb/SANT
M1150_1.02	Unknown	Oikopleura dioica	Unknown	Homeodomain
M0911_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0036_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0369_1.02	Unknown	Arabidopsis thaliana	Unknown	C2H2 ZF
M1242_1.02	Unknown	Drosophila melanogaster	Unknown	POU;Homeodomain
M0677_1.02	Unknown	Physcomitrella patens	Unknown	E2F
M1723_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0708_1.02	Unknown	Mus musculus	Unknown	Ets
M0668_1.02	Unknown	Homo sapiens	Unknown	E2F
M0683_1.02	Unknown	Oryza sativa	Unknown	EIN3
M0181_1.02	Unknown	Mus musculus	Unknown	bHLH
M0182_1.02	Unknown	Mus musculus	Unknown	bHLH
M0740_1.02	Unknown	Drosophila melanogaster	Unknown	Forkhead
M0137_1.02	Unknown	Oryza sativa	Unknown	AT hook
M0669_1.02	Unknown	Mus musculus	Unknown	E2F
M1572_1.02	Unknown	Prunus persica	Unknown	SBP
M0491_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0365_1.02	Unknown	Ostreococcus tauri	Unknown	bZIP
M0978_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0768_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0818_1.02	Unknown	Candida albicans	Unknown	GCR1
M1273_1.02	Unknown	Xenopus laevis	Unknown	IRF
M1288_1.02	Unknown	Caenorhabditis elegans	Unknown	MADF
M1420_1.02	Unknown	Neurospora crassa	Unknown	Ndt80/PhoG
M0488_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0014_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0674_1.02	Unknown	Caenorhabditis elegans	Unknown	E2F
M0675_1.02	Unknown	Caenorhabditis elegans	Unknown	E2F
M0348_1.02	Unknown	Mus musculus	Unknown	bZIP
M1540_1.02	Unknown	Saccharomyces cerevisiae	Unknown	RRM
M1126_1.02	Unknown	Caenorhabditis briggsae	Unknown	Homeodomain
M1484_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1691_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M0174_1.02	Unknown	Mus musculus	Unknown	bHLH
M1762_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1628_1.02	Unknown	Mus musculus	Unknown	T-box
M0084_1.02	Unknown	Mus musculus	Unknown	AP-2
M1543_1.02	Unknown	Anolis carolinensis	Unknown	SAND
M0334_1.02	Unknown	Neurospora crassa	Unknown	bZIP
M1305_1.02	Unknown	Cannabis sativa	Unknown	Myb/SANT
M1320_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M1211_1.02	Unknown	Zea mays	Unknown	Homeodomain
M0691_1.02	Unknown	Mus musculus	Unknown	Ets
M1298_1.02	Unknown	Mus musculus	Unknown	MADS box
M1357_1.02	Unknown	Mus musculus	Unknown	Myb/SANT
M1366_1.02	Unknown	Neurospora crassa	Unknown	Myb/SANT
M1757_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1478_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1416_1.02	Unknown	Malus x domestica	Unknown	NAC/NAM
M1530_1.02	Unknown	Mus musculus	Unknown	RFX
M1529_1.02	Unknown	Mus musculus	Unknown	RFX
M1092_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M0191_1.02	Unknown	Mus musculus	Unknown	bHLH
M0622_1.02	Unknown	Caenorhabditis elegans	Unknown	DM
M0200_1.02	Unknown	Mus musculus	Unknown	bHLH
M0567_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M1074_1.02	Unknown	Oryzias latipes	Unknown	Homeodomain
M0083_1.02	Unknown	Mus musculus	Unknown	AP-2
M1291_1.02	Unknown	Manihot esculenta	Unknown	MADF
M1513_1.02	Unknown	Meloidogyne incognita	Unknown	Pipsqueak
M0462_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0997_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1494_1.02	Unknown	Acropora millepora	Unknown	Nuclear receptor
M1658_1.02	Unknown	Oryza sativa	Unknown	TCP
M1166_1.02	Unknown	Acipenser baerii	Unknown	Homeodomain
M1734_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1656_1.02	Unknown	Vitis vinifera	Unknown	TCP
M0386_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0552_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0164_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M1035_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1280_1.02	Unknown	Caenorhabditis briggsae	Unknown	MADF
M0782_1.02	Unknown	Mus musculus	Unknown	GATA
M1591_1.02	Unknown	Mus musculus	Unknown	Sox
M1170_1.02	Unknown	Eleutheria dichotoma	Unknown	Homeodomain
M1397_1.02	Unknown	Ostreococcus tauri	Unknown	Myb/SANT
M0918_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1229_1.02	Unknown	Caenorhabditis elegans	Unknown	POU;Homeodomain
M1834_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1835_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1398_1.02	Unknown	Paramecium tetraurelia	Unknown	Myb/SANT
M0542_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0565_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0045_1.02	Unknown	Cryptosporidium parvum	Unknown	AP2
M0792_1.02	Unknown	Neurospora crassa	Unknown	GATA
M1034_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1644_1.02	Unknown	Arabidopsis thaliana	Unknown	TCP
M1830_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1831_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0317_1.02	Unknown	Mus musculus	Unknown	bZIP
M0318_1.02	Unknown	Mus musculus	Unknown	bZIP
M1417_1.02	Unknown	Danio rerio	Unknown	Ndt80/PhoG
M0531_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0532_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1433_1.02	Unknown	Homo sapiens	Unknown	Nuclear receptor
M1087_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0216_1.02	Unknown	Mus musculus	Unknown	bHLH
M0149_1.02	Unknown	Cannabis sativa	Unknown	bHLH
M1015_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0430_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0429_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0437_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1697_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M0087_1.02	Unknown	Aspergillus nidulans	Unknown	APSES
M0957_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0860_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0086_1.02	Unknown	Histoplasma capsulatum	Unknown	APSES
M1147_1.02	Unknown	Encephalitozoon cuniculi	Unknown	Homeodomain
M0088_1.02	Unknown	Aspergillus nidulans	Unknown	APSES
M1607_1.02	Unknown	Neurospora crassa	Unknown	Sox
M0954_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0147_1.02	Unknown	Arabidopsis thaliana	Unknown	B3
M0361_1.02	Unknown	Ostreococcus tauri	Unknown	bZIP
M0044_1.02	Unknown	Oryza sativa	Unknown	AP2
M1053_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1270_1.02	Unknown	Ochotona princeps	Unknown	IRF
M0140_1.02	Unknown	Caenorhabditis elegans	Unknown	AT hook
M1728_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1065_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0472_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0707_1.02	Unknown	Mus musculus	Unknown	Ets
M0735_1.02	Unknown	Mus musculus	Unknown	Forkhead
M1592_1.02	Unknown	Mus musculus	Unknown	Sox
M1226_1.02	Unknown	Wuchereria bancrofti	Unknown	POU;Homeodomain
M1314_1.02	Unknown	Cannabis sativa	Unknown	Myb/SANT
M1230_1.02	Unknown	Danio rerio	Unknown	POU;Homeodomain
M0347_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M0757_1.02	Unknown	Strongylocentrotus purpuratus	Unknown	Forkhead
M1068_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0848_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M0577_1.02	Unknown	Neurospora crassa	Unknown	CENPB
M0578_1.02	Unknown	Neurospora crassa	Unknown	CENPB
M0876_1.02	Unknown	Dictyostelium discoideum	Unknown	Homeodomain
M0958_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0950_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0951_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1052_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0700_1.02	Unknown	Mus musculus	Unknown	Ets
M0017_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0614_1.02	Unknown	Tetraodon nigroviridis	Unknown	CxxC
M1523_1.02	Unknown	Xenopus tropicalis	Unknown	Rel
M0817_1.02	Unknown	Drosophila melanogaster	Unknown	GCM
M1265_1.02	Unknown	Mus musculus	Unknown	IRF
M1172_1.02	Unknown	Pleurotus djamor	Unknown	Homeodomain
M1308_1.02	Unknown	Cannabis sativa	Unknown	Myb/SANT
M1577_1.02	Unknown	Caenorhabditis elegans	Unknown	Sox
M1149_1.02	Unknown	Trichomonas vaginalis	Unknown	Homeodomain
M1306_1.02	Unknown	Cannabis sativa	Unknown	Myb/SANT
M1301_1.02	Unknown	Mus musculus	Unknown	MBD
M1428_1.02	Unknown	Caenorhabditis briggsae	Unknown	Nuclear receptor
M0966_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0602_1.02	Unknown	Strongylocentrotus purpuratus	Unknown	CxC
M1371_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Myb/SANT
M1370_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Myb/SANT
M0788_1.02	Unknown	Caenorhabditis elegans	Unknown	GATA
M0408_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0637_1.02	Unknown	Tursiops truncatus	Unknown	DM
M0994_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1061_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0779_1.02	Unknown	Dictyostelium discoideum	Unknown	GATA
M0756_1.02	Unknown	Strongylocentrotus purpuratus	Unknown	Forkhead
M0321_1.02	Unknown	Mus musculus	Unknown	bZIP
M1434_1.02	Unknown	Homo sapiens	Unknown	Nuclear receptor
